customer_id,name,city,state,signup_date,care_plus
C100148,Swati Agarwal,Mysuru,KA,2024-05-30,Y
C100149,Neha Mukherjee,Indore,MP,2024-04-02,Y
C100150,Sai Patil,Delhi,DL,2023-03-15,N
C100151,Sukhwinder Shinde,Chennai,TN,2022-08-14,N
C100152,Komal Bhatt,Ahmedabad,GJ,2024-01-06,Y
C100153,Steven Mishra,Guwahati,AS,2023-06-06,Y
C100154,Aarav Pandey,Vadodara,GJ,2022-10-09,N
C100155,Rajat Shinde,Guwahati,AS,2023-01-30,Y
C100156,Riya Trivedi,Ranchi,JH,2024-01-02,N
C100157,Vivaan Chatterjee,Visakhapatnam,AP,2023-11-25,N
C100158,Rajat Mehta,Bhopal,MP,2023-01-16,N
C100159,Pranav Joshi,Delhi,DL,2024-07-26,Y
C100160,Sneha Gaikwad,Chennai,TN,2024-07-05,N
C100161,Thomas Sethi,Coimbatore,TN,2022-09-30,N
C100162,Dev Yadav,Lucknow,UP,2024-07-02,N
C100163,Jaspreet Rathore,Mumbai,MH,2022-10-15,N
C100164,Gurpreet George,Indore,MP,2024-06-08,N
C100165,Vivaan Naidu,Ranchi,JH,2023-06-17,N
C100166,Megha Dutta,Visakhapatnam,AP,2024-01-22,N
C100167,Lobsang Chatterjee,Mumbai,MH,2023-11-01,N
C100168,Karan Naidu,Nashik,MH,2023-03-16,N
C100169,Pranav Das,Ranchi,JH,2024-10-14,N
C100170,Kunal Varghese,Chandigarh,CH,2024-02-03,N
C100171,Harpreet Mishra,Gurugram,HR,2022-10-05,N
C100172,Vihaan Chatterjee,Kolkata,WB,2023-09-21,Y
C100173,Lakshmi Das,Coimbatore,TN,2024-10-11,N
C100174,Simran Verma,Bhubaneswar,OR,2024-01-12,Y
C100175,Joseph Dhillon,Kolkata,WB,2022-09-08,N
C100176,Deepak Pereira,Hyderabad,TS,2022-07-23,N
C100177,Shreya Jadhav,Visakhapatnam,AP,2022-12-11,Y
C100178,Sai Jadhav,Chandigarh,CH,2023-04-23,N
C100179,Tarun Pawar,Visakhapatnam,AP,2022-09-21,N
C100180,Simran Mukherjee,Jaipur,RJ,2024-01-17,N
C100181,Sunita Jadhav,Thiruvananthapuram,KL,2023-08-03,N
C100182,Divya Khan,Mysuru,KA,2024-05-11,N
C100183,Thomas Agarwal,Guwahati,AS,2023-03-08,N
C100184,Zaid Nair,Bengaluru,KA,2024-04-01,Y
C100185,Abhishek Siddiqui,Chennai,TN,2024-02-04,N
C100186,Abhishek Sen,Lucknow,UP,2024-02-10,Y
C100187,Saanvi Mehta,Nashik,MH,2023-11-06,N
C100188,Rajat Bhatt,Surat,GJ,2023-06-11,Y
C100189,Arjun Sen,Visakhapatnam,AP,2022-11-18,N
C100190,Rajat Verma,Kolkata,WB,2024-08-13,N
C100191,Ankit Pillai,Thiruvananthapuram,KL,2023-02-05,Y
C100192,Vivaan Yadav,Ahmedabad,GJ,2023-02-12,Y
C100193,Manish Chauhan,Guwahati,AS,2024-02-06,N
C100194,Sneha Kumar,Delhi,DL,2023-05-18,Y
C100195,Karan Gill,Nagpur,MH,2023-06-23,N
C100196,Thomas Arora,Chennai,TN,2024-02-04,N
C100197,Payal Roy,Noida,UP,2024-11-08,N
C100198,Saanvi Chopra,Vadodara,GJ,2023-12-01,N
C100199,Manish Menon,Jaipur,RJ,2022-08-11,N
C100200,Ramesh Pandey,Jaipur,RJ,2024-08-29,Y
C100201,Meera Patel,Gurugram,HR,2022-09-20,N
C100202,Kabir Trivedi,Surat,GJ,2024-10-11,N
C100203,Tarun Gupta,Indore,MP,2024-11-21,N
C100204,Sameer Bansal,Surat,GJ,2023-03-13,Y
C100205,Megha Chauhan,Guwahati,AS,2024-02-12,Y
C100206,Imran George,Nagpur,MH,2024-08-11,Y
C100207,Tenzin Kapoor,Lucknow,UP,2024-11-11,N
C100208,Tenzin Menon,Chandigarh,CH,2023-11-08,N
C100209,Ishaan Jadhav,Jaipur,RJ,2022-10-26,Y
C100210,Karan Fernandes,Bengaluru,KA,2022-10-01,N
C100211,Sukhwinder Gill,Patna,BR,2022-10-29,N
C100212,Krishna Mittal,Noida,UP,2024-02-06,Y
C100213,Shreya Pillai,Jaipur,RJ,2023-10-01,Y
C100214,Daniel Chatterjee,Bhopal,MP,2023-10-30,Y
C100215,Joseph Verma,Jaipur,RJ,2023-08-07,N
C100216,Riya Khan,Lucknow,UP,2023-10-30,Y
C100217,Pranav Menon,Gurugram,HR,2023-12-22,N
C100218,Zaid Sharma,Bengaluru,KA,2024-01-17,N
C100219,Arjun Pillai,Nagpur,MH,2023-12-31,N
C100220,Vihaan Arora,Delhi,DL,2024-10-01,N
C100221,Imran Qureshi,Coimbatore,TN,2022-10-19,N
C100222,Geeta Jadhav,Mysuru,KA,2023-06-01,Y
C100223,Om Khanna,Pune,MH,2023-10-30,N
C100224,Nisha Jain,Guwahati,AS,2023-04-08,Y
C100225,Arjun Ansari,Delhi,DL,2023-02-28,N
C100226,Nisha Fernandes,Bhubaneswar,OR,2024-04-15,Y
C100227,Varun Sheikh,Bhubaneswar,OR,2024-01-05,N
C100228,Ankit Dhillon,Thiruvananthapuram,KL,2024-04-18,N
C100229,Bhavna Gaikwad,Indore,MP,2023-05-31,Y
C100230,Reyansh Khan,Nagpur,MH,2023-02-17,Y
C100231,Ayaan Ansari,Ranchi,JH,2023-04-08,N
C100232,Sukhwinder Kulkarni,Noida,UP,2023-04-19,N
C100233,Rajat Deshpande,Indore,MP,2024-08-31,N
C100234,Simran Iyer,Indore,MP,2022-07-26,Y
C100235,Ritika Patil,Jaipur,RJ,2023-07-05,Y
C100236,Kavya Tiwari,Ahmedabad,GJ,2023-07-31,Y
C100237,Vikram Siddiqui,Kolkata,WB,2024-09-14,N
C100238,Ankit Malhotra,Kolkata,WB,2024-07-12,Y
C100239,Priya Ghosh,Pune,MH,2023-04-06,N
C100240,Sneha Mehta,Bengaluru,KA,2024-05-26,Y
C100241,Swati Dhillon,Dehradun,UK,2023-12-27,N
C100242,Megha Arora,Noida,UP,2024-12-20,N
C100243,Farah Trivedi,Hyderabad,TS,2023-08-26,N
C100244,Gurpreet Mishra,Patna,BR,2024-05-03,N
C100245,Joseph Srivastava,Delhi,DL,2022-07-16,N
C100246,Tanvi Khan,Kochi,KL,2023-07-23,Y
C100247,Kavya Sethi,Ranchi,JH,2024-08-04,N
C100248,Ankit Kaur,Bhopal,MP,2024-01-12,Y
C100249,Tanvi Kapoor,Vadodara,GJ,2024-08-30,Y
C100250,Sneha Naidu,Patna,BR,2023-05-15,Y
C100251,Megha Gupta,Noida,UP,2023-01-04,N
C100252,Rajat Kapoor,Thiruvananthapuram,KL,2024-02-27,Y
C100253,Riya Jain,Guwahati,AS,2024-11-30,N
C100254,Swati Deshpande,Surat,GJ,2023-10-26,N
C100255,Tenzin George,Visakhapatnam,AP,2024-11-12,N
C100256,Steven Kapoor,Delhi,DL,2023-06-19,Y
C100257,Manpreet Menon,Thiruvananthapuram,KL,2023-04-15,N
C100258,Ankit Sharma,Lucknow,UP,2023-03-09,N
C100259,Zoya Joshi,Chandigarh,CH,2022-10-29,N
C100260,Sai Fernandes,Chennai,TN,2024-04-23,N
C100261,Rahul Srivastava,Lucknow,UP,2024-10-18,N
C100262,Kabir Pereira,Pune,MH,2023-07-01,N
C100263,Manish Mishra,Indore,MP,2023-06-24,N
C100264,Reyansh Patil,Pune,MH,2024-01-26,N
C100265,Deepak Reddy,Ahmedabad,GJ,2023-08-30,Y
C100266,Sukhwinder Saxena,Bhubaneswar,OR,2024-09-21,N
C100267,Komal Siddiqui,Jaipur,RJ,2023-04-03,Y
C100268,Divya Rathore,Surat,GJ,2023-11-16,N
C100269,Divya Srivastava,Jaipur,RJ,2023-07-10,N
C100270,Karan Mukherjee,Delhi,DL,2022-09-29,N
C100271,Harsh Siddiqui,Thiruvananthapuram,KL,2024-09-10,N
C100272,Siddharth Yadav,Patna,BR,2024-08-11,N
C100273,Joseph Bhatt,Hyderabad,TS,2023-03-22,N
C100274,Imran Srivastava,Vadodara,GJ,2022-09-26,N
C100275,Rajat Arora,Chennai,TN,2022-11-05,Y
C100276,Deepak Rao,Jaipur,RJ,2023-05-10,Y
C100277,Diya Kaur,Hyderabad,TS,2022-12-10,N
C100278,Arjun Agarwal,Bhopal,MP,2024-05-24,N
C100279,Diya Patil,Guwahati,AS,2024-01-24,N
C100280,Lobsang Mehta,Delhi,DL,2023-02-07,N
C100281,Payal Bhatia,Nagpur,MH,2023-04-21,Y
C100282,Imran Patel,Mumbai,MH,2024-11-06,N
C100283,Simran Khanna,Nagpur,MH,2023-10-19,N
C100284,Lobsang Gill,Raipur,CG,2024-07-14,N
C100285,Kavya Khanna,Noida,UP,2024-09-29,N
C100286,Yash D'Souza,Jaipur,RJ,2023-10-11,Y
C100287,Harpreet Patel,Delhi,DL,2024-12-06,Y
C100288,Jaspreet Menon,Hyderabad,TS,2023-01-14,N
C100289,Lobsang Verma,Gurugram,HR,2022-12-09,N
C100290,Ritika Sethi,Patna,BR,2022-11-08,N
C100291,Kavya Desai,Ahmedabad,GJ,2024-01-10,N
C100292,Suresh Chopra,Kolkata,WB,2024-10-04,N
C100293,Diya Ansari,Bhopal,MP,2022-09-13,Y
C100294,Aditya Rao,Vadodara,GJ,2023-07-04,N
C100295,Neha Goyal,Nashik,MH,2024-11-10,Y
C100296,Siddharth Nair,Noida,UP,2022-07-26,N
C100297,Priya Verma,Patna,BR,2024-06-19,Y
C100298,Komal Pawar,Nashik,MH,2023-04-18,N
C100299,Rohit Menon,Raipur,CG,2023-09-05,N
C100300,Payal Chatterjee,Nagpur,MH,2023-09-04,Y
C100301,Pranav Yadav,Ranchi,JH,2023-12-29,Y
C100302,Rohit Pereira,Ahmedabad,GJ,2023-06-11,N
C100303,Jaspreet Pandey,Guwahati,AS,2024-08-20,N
C100304,Tenzin D'Souza,Kolkata,WB,2024-07-12,Y
C100305,Swati Jain,Nashik,MH,2022-07-16,N
C100306,Divya Reddy,Bhubaneswar,OR,2024-07-03,N
C100307,Dev Khan,Bengaluru,KA,2023-10-19,N
C100308,Aadhya Sheikh,Nagpur,MH,2024-05-19,N
C100309,Ayaan Yadav,Mysuru,KA,2023-03-30,N
C100310,Vivaan Varghese,Visakhapatnam,AP,2023-12-19,N
C100311,Reyansh Arora,Jaipur,RJ,2023-10-14,Y
C100312,Pranav D'Souza,Ranchi,JH,2024-12-17,N
C100313,Abhishek Shah,Thiruvananthapuram,KL,2023-01-10,N
C100314,Aditya Desai,Surat,GJ,2024-09-14,N
C100315,Om Malhotra,Ahmedabad,GJ,2024-09-03,Y
C100316,Tarun Khan,Jaipur,RJ,2024-05-29,N
C100317,Nikhil Khan,Chandigarh,CH,2023-10-16,N
C100318,Isha Nair,Patna,BR,2023-12-24,Y
C100319,Vivaan Chatterjee,Jaipur,RJ,2023-05-22,N
C100320,Rajat Gill,Kolkata,WB,2022-10-24,Y
C100321,Suresh Roy,Patna,BR,2024-10-14,N
C100322,Rajat Bhatia,Delhi,DL,2022-11-18,N
C100323,Sameer Shah,Patna,BR,2023-07-27,Y
C100324,Gurpreet Pandey,Kolkata,WB,2024-01-27,Y
C100325,Ramesh Deshpande,Kolkata,WB,2023-03-07,N
C100326,Komal Mukherjee,Ahmedabad,GJ,2024-11-17,N
C100327,Krishna Mittal,Kolkata,WB,2022-12-28,N
C100328,Yash Shah,Chennai,TN,2023-11-24,N
C100329,Rajat Malhotra,Surat,GJ,2024-05-09,N
C100330,Karan Varghese,Pune,MH,2024-09-02,Y
C100331,Kunal Reddy,Mysuru,KA,2022-11-05,Y
C100332,Ishaan Trivedi,Pune,MH,2022-12-10,N
C100333,Zaid Kaur,Guwahati,AS,2024-03-22,N
C100334,Ankit Shinde,Patna,BR,2024-03-12,N
C100335,Abhishek Desai,Hyderabad,TS,2024-06-30,Y
C100336,Reyansh Pereira,Bengaluru,KA,2024-08-16,N
C100337,Aishwarya Kaur,Pune,MH,2024-04-26,N
C100338,Tanvi D'Souza,Vadodara,GJ,2023-03-22,Y
C100339,Rajat Bhatt,Guwahati,AS,2022-12-19,Y
C100340,Dev Mehta,Surat,GJ,2023-05-16,N
C100341,Megha Shinde,Jaipur,RJ,2023-05-23,N
C100342,Steven Menon,Ahmedabad,GJ,2023-03-06,Y
C100343,Vikram Iyer,Bengaluru,KA,2023-09-23,Y
C100344,Amit Patel,Jaipur,RJ,2023-05-27,N
C100345,Rohit Iyer,Nagpur,MH,2024-10-12,Y
C100346,Tenzin Patil,Dehradun,UK,2024-10-23,Y
C100347,Vikram Ghosh,Bhopal,MP,2024-02-28,N
C100348,Ritika Khan,Thiruvananthapuram,KL,2022-09-15,N
C100349,Abhishek Sethi,Kolkata,WB,2023-10-18,N
C100350,Nisha Kaur,Nagpur,MH,2024-11-27,Y
C100351,Imran Gill,Surat,GJ,2024-07-28,N
C100352,Rajat Deshpande,Jaipur,RJ,2023-06-09,N
C100353,Pooja George,Raipur,CG,2024-09-01,N
C100354,Ramesh George,Pune,MH,2024-10-22,N
C100355,Daniel Naidu,Delhi,DL,2024-12-01,Y
C100356,Manpreet Sandhu,Ahmedabad,GJ,2023-05-31,N
C100357,Sunita Yadav,Kolkata,WB,2022-12-04,Y
C100358,Simran Bose,Patna,BR,2024-11-29,Y
C100359,Kavya Yadav,Indore,MP,2024-09-08,N
C100360,Farah Fernandes,Surat,GJ,2023-01-07,N
C100361,Reyansh Dhillon,Ahmedabad,GJ,2022-11-19,N
C100362,Aadhya Bhatt,Chandigarh,CH,2023-03-03,Y
C100363,Shreya Deshpande,Bhubaneswar,OR,2024-02-02,N
C100364,Farah Srivastava,Noida,UP,2023-01-12,N
C100365,Riya Tiwari,Ahmedabad,GJ,2024-09-02,N
C100366,Harpreet Agarwal,Patna,BR,2023-05-26,Y
C100367,Zoya Patil,Noida,UP,2023-07-25,N
C100368,Zoya Banerjee,Mysuru,KA,2023-06-02,Y
C100369,Nikhil Bansal,Bhopal,MP,2024-04-24,N
C100370,Farah Sharma,Surat,GJ,2023-01-26,Y
C100371,Ananya Ghosh,Gurugram,HR,2023-12-16,Y
C100372,Jaspreet Malhotra,Ahmedabad,GJ,2023-05-14,Y
C100373,Deepak Gaikwad,Visakhapatnam,AP,2024-07-22,N
C100374,Sameer Malhotra,Chandigarh,CH,2024-05-05,Y
C100375,Krishna Shinde,Mysuru,KA,2024-09-12,N
C100376,Ayaan Iyer,Jaipur,RJ,2022-10-28,N
C100377,Ritika Sharma,Nagpur,MH,2024-10-10,N
C100378,Aditya Chauhan,Jaipur,RJ,2023-09-12,N
C100379,Vivaan Khanna,Pune,MH,2023-04-23,Y
C100380,Amit Dhillon,Coimbatore,TN,2023-04-24,N
C100381,Deepak Kapoor,Chandigarh,CH,2024-05-06,N
C100382,Om Kulkarni,Coimbatore,TN,2022-10-13,N
C100383,Nikhil Dutta,Chennai,TN,2024-05-06,N
C100384,Jaspreet Gupta,Visakhapatnam,AP,2024-11-17,N
C100385,Mohammed Siddiqui,Hyderabad,TS,2023-01-18,N
C100386,Pooja Mittal,Patna,BR,2023-06-07,Y
C100387,Isha Mathew,Vadodara,GJ,2023-09-04,Y
C100388,Jaspreet Kaur,Ahmedabad,GJ,2024-07-15,N
C100389,Aarav Mittal,Mumbai,MH,2024-04-03,N
C100390,Megha Jadhav,Thiruvananthapuram,KL,2022-11-18,Y
C100391,Swati Banerjee,Gurugram,HR,2023-07-09,N
C100392,Imran Yadav,Pune,MH,2023-12-18,N
C100393,Gurpreet Deshpande,Vadodara,GJ,2022-07-23,N
C100394,Sai Bose,Surat,GJ,2022-10-15,Y
C100395,Pooja Ansari,Patna,BR,2022-07-21,N
C100396,Steven Pandey,Bengaluru,KA,2023-03-03,N
C100397,Lakshmi Rao,Patna,BR,2024-08-15,N
C100398,Sukhwinder Iyer,Patna,BR,2024-08-05,Y
C100399,Sukhwinder Mathew,Chandigarh,CH,2024-09-20,Y
C100400,Reyansh Dhillon,Gurugram,HR,2024-05-21,N
C100401,Ayaan Kulkarni,Guwahati,AS,2023-07-08,N
C100402,Manish Bhatia,Thiruvananthapuram,KL,2024-07-03,N
C100403,Aditya Bhatt,Noida,UP,2023-02-06,N
C100404,Aditya Rathore,Bhopal,MP,2023-02-10,Y
C100405,Sukhwinder Naidu,Gurugram,HR,2024-08-31,N
C100406,Bhavna Tiwari,Guwahati,AS,2023-02-25,N
C100407,Harpreet Gaikwad,Noida,UP,2023-11-03,N
C100408,Harsh Shah,Thiruvananthapuram,KL,2024-10-16,Y
C100409,Thomas Roy,Chennai,TN,2022-08-05,N
C100410,Simran Siddiqui,Chandigarh,CH,2023-01-14,N
C100411,Yash Shinde,Bengaluru,KA,2023-04-25,N
C100412,Suresh Sethi,Noida,UP,2023-07-13,N
C100413,Joseph Pereira,Gurugram,HR,2023-12-11,N
C100414,Priya Iyer,Ranchi,JH,2024-02-13,N
C100415,Karan Iyer,Kolkata,WB,2024-06-19,Y
C100416,Om Chauhan,Noida,UP,2023-10-21,N
C100417,Pooja Deshpande,Hyderabad,TS,2022-08-21,N
C100418,Shreya Pillai,Indore,MP,2022-11-30,Y
C100419,Swati Joshi,Gurugram,HR,2023-01-01,Y
C100420,Sukhwinder Agarwal,Mumbai,MH,2024-04-12,Y
C100421,Faisal Malhotra,Bhopal,MP,2022-08-27,N
C100422,Megha Sandhu,Jaipur,RJ,2022-12-14,Y
C100423,Sunita D'Souza,Guwahati,AS,2023-07-06,N
C100424,Simran Siddiqui,Mysuru,KA,2022-11-20,Y
C100425,Zaid Naidu,Hyderabad,TS,2023-11-08,Y
C100426,Jaspreet Bansal,Vadodara,GJ,2023-03-05,Y
C100427,Farah Kulkarni,Kolkata,WB,2023-07-09,Y
C100428,Rohit Chopra,Chennai,TN,2024-10-30,Y
C100429,Anjali Iyer,Raipur,CG,2023-04-19,Y
C100430,Ritika Pawar,Jaipur,RJ,2024-06-20,Y
C100431,Aditya Mittal,Bengaluru,KA,2023-09-15,N
C100432,Megha Gaikwad,Mumbai,MH,2024-12-13,Y
C100433,Payal Chauhan,Coimbatore,TN,2024-09-22,N
C100434,Divya Ghosh,Lucknow,UP,2023-05-27,N
C100435,Anjali Patil,Dehradun,UK,2022-12-28,N
C100436,Zoya Sheikh,Dehradun,UK,2023-02-18,N
C100437,Aadhya Kulkarni,Kolkata,WB,2024-07-30,Y
C100438,Sukhwinder Varghese,Raipur,CG,2023-09-29,N
